id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
2106,andriol 40mg capsule,Testoki 40mg Capsule,Nuvir 40mg Capsule,Testonova 40mg Capsule,Androsar 40mg Capsule,Andriol 40mg Testocap,Diarrhea,Stomach discomfort,Increased sweating,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
2284,aumento injection,Alidec 100 Injection,Rolanabol 100 Injection,Sandec 100mg Injection,Ledec 100mg Injection,Gebidec 100mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
2454,avillin 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
2459,alcort 6mg tablet,Zefcort 6 Tablet,Tricort 6mg Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
2550,agra 50mg tablet,Vigore 50 Red Tablet,Sexigra 50mg Tablet,Stimulo 50 Tablet,Vicogra 50 Tablet,Suhagra 50 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
2552,amore 20mg tablet,Tada 20mg Tablet,Tadact 20 Tablet,Tadovas 20mg Tablet,Bigfun 36 Tablet,Xyorg 20mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
2579,astibet cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Momesone Cream,Momate-XL Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
2645,axunil nasal spray,Furaspray 27.5mcg Nasal Spray,Flutirest 27.5mcg Nasal Spray,Filson 27.5mcg Nasal Spray,Flavson 27.5mcg Nasal Spray,Ibinase Nasal Spray,Nasal irritation,Headache,Nosebleeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Sneezing and runny nose due to allergies, Severe allergic reactions,Treatment of Skin conditions with inflammation & itching,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
2654,alpred 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
2692,andol injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
2734,alnacort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
2807,asmapax depot tablet,,,,,,Nausea,Vomiting,Stomach discomfort,Anxiety,Restlessness,Insomnia (difficulty in sleeping),Headache,Increased heart rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Asthma,,,,,,No,RESPIRATORY,
2920,avocort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
2983,azonate cream,Diprosone Cream,Betamil Cream,Diproson 0.05% Cream,Betzee Cream,Cortiderm 0.05% Cream,Reduction in bone density,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,Treatment of Allergic conditions,,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
3009,androz 25mg tablet,Optithik 25mg Tablet,Shefill Tablet,Ethic 25mg Tablet,Endowal-S Tablet,Sildaprep Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
3054,androtas gel,Androfil Gel,Testoheal Gel,Androgel,Cernos Gel,Androrise Gel,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
3180,arocort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
3184,and 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
3209,aurocort 40mg injection,Torsinol Injection,Catram 40mg Injection,Tribenz 40mg Injection,Amecort Injection,Triamcia 40mg Injection,Headache,Infection,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Severe allergic reactions, Rheumatic disorder,,,,Glucocorticoids,No,DERMA,Glucocorticoids
3234,acronite 50 tablet,Walkalarm 50mg Tablet,Armovin 50 Tablet,Waklert 50 Tablet,Armod 50 Tablet,Armovigil 50mg Tablet,Headache,Dizziness,Nausea,Insomnia (difficulty in sleeping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Narcolepsy (Uncontrollable daytime sleepiness),,,,,Diphenylmethane Derivative,Yes,NEURO CNS,Stimulant/ Drug for excessive sleepiness
3271,anacort 1% cream,Locort Cream,Sorias Cream,Urea HC Cream,Delster Cream,Drocort Cream,"Application site reactions (burning, irritation, itching and redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Eczema, Severe allergic reactions,Treatment of Allergic conditions,Treatment of Cancer,Treatment of Skin disorders,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
3280,alnacort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
3353,asmapax depot tablet,,,,,,Nausea,Vomiting,Stomach discomfort,Anxiety,Restlessness,Insomnia (difficulty in sleeping),Headache,Increased heart rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Asthma,,,,,,No,RESPIRATORY,
3466,avocort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
3529,azonate cream,Diprosone Cream,Betamil Cream,Diproson 0.05% Cream,Betzee Cream,Cortiderm 0.05% Cream,Reduction in bone density,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,Treatment of Allergic conditions,,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
3555,androz 25mg tablet,Optithik 25mg Tablet,Shefill Tablet,Ethic 25mg Tablet,Endowal-S Tablet,Sildaprep Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
3600,androtas gel,Androfil Gel,Testoheal Gel,Androgel,Cernos Gel,Androrise Gel,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
3726,arocort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
3730,and 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
3755,aurocort 40mg injection,Torsinol Injection,Catram 40mg Injection,Tribenz 40mg Injection,Amecort Injection,Triamcia 40mg Injection,Headache,Infection,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Severe allergic reactions, Rheumatic disorder,,,,Glucocorticoids,No,DERMA,Glucocorticoids
3780,acronite 50 tablet,Walkalarm 50mg Tablet,Armovin 50 Tablet,Waklert 50 Tablet,Armod 50 Tablet,Armovigil 50mg Tablet,Headache,Dizziness,Nausea,Insomnia (difficulty in sleeping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Narcolepsy (Uncontrollable daytime sleepiness),,,,,Diphenylmethane Derivative,Yes,NEURO CNS,Stimulant/ Drug for excessive sleepiness
3817,anacort 1% cream,Locort Cream,Sorias Cream,Urea HC Cream,Delster Cream,Drocort Cream,"Application site reactions (burning, irritation, itching and redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Eczema, Severe allergic reactions,Treatment of Allergic conditions,Treatment of Cancer,Treatment of Skin disorders,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
3837,androz 50mg tablet,Vigore 50 Red Tablet,Sexigra 50mg Tablet,Stimulo 50 Tablet,Vicogra 50 Tablet,Suhagra 50 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
3963,aurofort opthalmic suspension,Predeye Ophthalmic Suspension,Senzpred Eye Drop,Predwyn Eye drop,Pradon  Ophthalmic Suspension,Recupred Eye Drop,Burning sensation,Eye irritation,Watery eyes,Blurred vision,Reduction in bone density,Upset stomach,Behavioral changes,Mood changes,Weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Redness and swelling in the eye,Treatment of Severe allergic reactions,Treatment of Allergic conditions,Treatment of Rheumatic disorder,Treatment of Skin disorders,Glucocorticoids,No,OPHTHAL OTOLOGICALS,Glucocorticoids
3980,auradex 8mg tablet,Demson 8 Tablet,Dexam 8mg Tablet,Dexam 8mg Tablet,Dexford 8mg Tablet,Biodexone 8mg Tablet,Cardiovascular complications,Metabolic disorder,Infection,Hiccup,Decreased sperm count,Cushing syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,,,,Glucocorticoids,No,HORMONES,Glucocorticoids
4012,av force 100mg tablet,Vigore 100 Red Tablet,Power Vegra 100mg Tablet,Stimulo 100 Tablet,Silderect Gold 100mg Tablet,Fullenzoy 100 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
4026,attera 18mg tablet,Atmosril 18mg Tablet,Atomox 18mg Tablet,Atonext 18 Tablet,Tomkid 18mg Tablet,Hypercon 18 Tablet,Headache,Nausea,Vomiting,Sleepiness,Decreased appetite,Abdominal pain,Increased heart rate,High blood pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Attention deficit hyperactivity disorder (ADHD),,,,,Propylamine Derivative,No,NEURO CNS,Sympthatomimmetics-ADHD (Non stimulant)
4052,antipreg 200mg tablet,Medabon 200mg Tablet,Termipil 200mg Tablet,Pregnot 200mg Tablet,Termipil 200mg Kit,Mifecon 200mg Tablet,Nausea,Vomiting,Uterine cramps,Diarrhea,Infection following abortion,Uterine bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Medical abortion,,,,,Oxosteroid,No,GYNAECOLOGICAL,Anti-progesterone
4072,andreva 75mg tablet sr,Ovamed -SR Tablet,Fulfil  75mg Tablet SR,Ovaflo -SR Tablet,Ovicard 75mg Tablet SR,Ovisterone SR Tablet,Hair loss,Increased facial sebum production,Acneiform dermatitis,Excessive hair growth on face,Body odor,Premature atrial contractions,Ventricular premature contractions,Mood changes,Hoarseness of voice,Hepatitis (viral infection of liver),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female infertility,,,,,Natural Steroid Hormone,No,GYNAECOLOGICAL,Androgens
4073,alfil 5mg tablet,Tafil Tablet,Ttab 5mg Tablet,Tadablis 5mg Tablet,Xtafil Tablet,Tadgo 5 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
4095,attera 25mg tablet,Tomkid 25mg Tablet,Atom 25mg Tablet,Atmosril 25mg Tablet,Atokem 25mg Tablet,Attentin 25mg Tablet,Headache,Nausea,Vomiting,Sleepiness,Decreased appetite,Abdominal pain,Increased heart rate,High blood pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Attention deficit hyperactivity disorder (ADHD),,,,,Propylamine Derivative,No,NEURO CNS,Sympthatomimmetics-ADHD (Non stimulant)
4115,anucort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
4162,axatol 20iu infusion,,,,,,Nausea,Vomiting,Headache,Dehydration,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Acute renal failure, Cerebral edema (accumulation of excessive fluid in the brain), Glaucoma,,,Sugar Alcohols,No,CARDIAC,Osmotic diuretics
4356,astepod-cv 325 tablet,Gudcef-CV 200 Tablet,Cefoprox CV 325 Tablet,Zipod CV 200mg/125mg Tablet,Microcef-CV 200 Tablet,Kefpod CV 200 Tablet,Nausea,Diarrhea,Stomach pain,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Respiratory tract infection,,,,,,No,ANTI INFECTIVES,
4443,atokem 10mg tablet,Atmosril 10mg Tablet,Attera 10mg Tablet,Atonext 10 Tablet,Atomox 10 Tablet,Atomoxet 10mg Tablet,Headache,Nausea,Vomiting,Sleepiness,Decreased appetite,Abdominal pain,Increased heart rate,High blood pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Attention deficit hyperactivity disorder (ADHD),,,,,Propylamine Derivative,No,NEURO CNS,Sympthatomimmetics-ADHD (Non stimulant)
4449,astepod 200mg tablet,Gudcef 200 Tablet,Zipod 200mg Tablet,Brotacef 200mg Tablet,Oxipod 200mg Tablet,Monocef-O 200 Tablet,Rash,Nausea,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Broad Spectrum (Third & fourth generation cephalosporins),No,ANTI INFECTIVES,Cephalosporins: 3 generation
4465,allygest 5 tablet,Dubnil 5mg Tablet,Fetugard 5mg Tablet,Prolin A 5mg Tablet,Lutanin 5mg Tablet,Gester 5mg Tablet,Edema (swelling),Bloating,Depression,Headache,Fatigue,Altered libido,Irregular menstrual cycle,Gastrointestinal disturbance,Excessive hair growth on face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Premature Labor,Treatment of Recurrent miscarriage,,,,Estrane Steroids,No,GYNAECOLOGICAL,Progestins- Others
4475,avpred 80mg injection,Deposet 80mg Injection,Depo-Medrol 80mg Injection,Stalen 80mg Injection,Sirolon 80mg Injection,Predshot 80mg Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
4582,amiur 5mg tablet,,,,,,Nausea,Vomiting,Diarrhea,Dizziness,Leg cramps,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hypertension (high blood pressure), Edema,Treatment of Heart failure,,,Potassium sparing diuretics,No,CARDIAC,Potassium- sparing Diuretics
4597,aldef 6mg tablet,Zefcort 6 Tablet,Tricort 6mg Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
4608,ancepod cv 200mg/125mg tablet,Gudcef-CV 200 Tablet,Cefoprox CV 325 Tablet,Zipod CV 200mg/125mg Tablet,Microcef-CV 200 Tablet,Kefpod CV 200 Tablet,Nausea,Diarrhea,Stomach pain,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Respiratory tract infection,,,,,,No,ANTI INFECTIVES,
4711,acecort 40mg injection,P cort 40mg Injection,Makcort 40mg/ml Injection,Deltakort 40mg Injection,Presticort-T Injection,Jee-Lone 40mg/ml Injection,Infection,Increased risk of infection,Headache,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatoid arthritis,Treatment of Osteoarthritis,,,,Glucocorticoids,No,DERMA,Glucocorticoids
4734,alerkim injection,Besol Injection,Betnecip 4mg/ml Injection,Stemin Injection,Betsone 4mg/ml Injection,Decdan B 4mg/ml Injection,Depression,Reduction in bone density,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic conditions,,,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
